proto=udp,duration,orig_bytes,resp_bytes,conn_state=SF,conn_state=S0,conn_state=OTH,conn_state=S1,missed_bytes,history=ShADadttfF,history=S,history=ShADadtfF,history=Dd,history=D,history=DdA,history=DdAaFf,history=ShADda,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
1,0.005237,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.005484,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.066962,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.033729,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.118189,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.019237,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.007229,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.001997,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.100693,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.004994,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.013245,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.03049,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.115684,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.008985,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.005514,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.007743,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.001988,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.103191,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.030979,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.005247,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.024231,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.001998,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.104188,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.012734,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.007495,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.005744,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.119688,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.005238,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.007235,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.002489,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.101196,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.005231,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.005479,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.016739,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.007988,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.100689,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.011243,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.006996,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.001998,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.102691,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.00499,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.005245,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.066211,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.008252,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.105945,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.030967,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.005244,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.038476,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.005503,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.110432,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.012236,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.007242,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.001996,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.10094,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.004995,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.00548,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.02374,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.006496,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.104438,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.011731,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.005493,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.006744,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.004232,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.100696,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.005251,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.015506,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.002246,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.103187,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.005246,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.007243,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.005488,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.001997,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.274839,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.03123,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.005231,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.100692,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.030997,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.005242,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.005489,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.002232,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.008491,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.001996,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.005246,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.008247,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.002243,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.100692,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.005486,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.007244,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.001982,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.005241,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.00549,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.014742,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.030732,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,0.00525,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,0.002746,48,48,1,0,0,0,0,0,0,0,1,0,0,0,0,1,76,1,76,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,300.802367,1744830458,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1305034,1781371410,0,0,1
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
0,6803.476778,639,627,0,0,0,1,0,0,0,0,0,0,0,0,1,337,18203,362,19519,1
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
1,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,76,0,0,0
