ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label,detailed-label
1545466959.028234,CqDmS3V9B0Gwqc3w5,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545410993.532774,CsovuoJ713e5ybqH7,192.168.1.195,54708,192.168.1.1,53,udp,dns,5.005413,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545466960.536120,CsBFbm365cw7ONGZfe,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545416488.502163,CTcnZy2w6Az5ZNlrMg,192.168.1.195,52540,185.244.25.235,6667,tcp,-,3.117256,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1547129636.124024,CAeCjq4EXZW7zLaC21,192.168.1.197,51754,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1547133111.149286,CwxI0m2m5aK4PSvCLj,192.168.1.197,42499,192.168.1.1,53,udp,dns,0.000497,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545474517.330230,C4GuFh1XtgHOgMciba,192.168.1.195,55198,185.244.25.235,6667,tcp,-,3.087500,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1545415059.699647,CyaKVp18cywTzI4Lo5,192.168.1.195,51992,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,C&C
1545415287.438915,C5SFr74T2oV2Yqx7F8,192.168.1.195,52070,185.244.25.235,6667,tcp,irc,1.110367,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,malicious,C&C
1547129542.951606,CMU7lY1tbFvwluaBzj,192.168.1.197,40638,192.168.1.1,53,udp,dns,0.000497,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1547132711.010817,C1MaDi1iNU5UGwxCz4,192.168.1.197,123,89.221.214.130,123,udp,-,0.004238,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1547150211.010149,Cajm053OgUQrsKQzMe,192.168.1.197,123,45.32.4.67,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466975.519300,Cwxkl3UPxll0zShq1,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466964.127071,COyBqS113Y62mbvI2f,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466975.688219,CJkjDw4LmiGbSdrKqh,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547129509.963897,CZKWpR1Bhl3DlaW3Dd,192.168.1.197,51690,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1545457119.701590,ClLxbc49zIdwNJtMp9,192.168.1.195,53440,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,C&C
1547150321.041560,CaEBj34VU7qZhSgdd1,192.168.1.197,47585,192.168.1.1,53,udp,dns,0.024729,39,39,SF,-,-,0,Dd,1,67,1,67,-,benign,-
1547128232.967205,CXFSAF407dNbJSX0Vi,192.168.1.197,40681,192.168.1.1,53,udp,dns,0.000499,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545466966.757557,Cu0izH2EyzmennJot,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547132663.230767,CfPZm51bdxsaxWPzV8,192.168.1.197,53100,185.244.25.183,4975,tcp,-,2.145779,66,232,S3,-,-,0,ShAdDaf,8,510,8,656,-,benign,-
1545466970.368006,CrSQUc1Dn8GCXIslTf,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545434947.454467,CS9sPFQ4UwmFikwy2,192.168.1.195,123,147.231.100.5,123,udp,-,0.004746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1547150538.019199,CkThXR3cJvcE0f1w4i,192.168.1.197,123,81.2.248.189,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466981.380713,CpJcnd2zdSEajaobBj,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466964.254736,CDFdot2YRdNn2LsEjg,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1562162399.240902,COgE8H2PfmceSaKUll,fe80::5bcc:698e:39d5:cdf,5353,ff02::fb,5353,udp,dns,3.849954,876,0,S0,-,-,0,D,6,1164,0,0,-,benign,-
1545429383.454025,CW1lxq4mMf5cUlOvd,192.168.1.195,123,147.231.100.5,123,udp,-,0.001746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545437690.457368,C9iUPl1PVpDE5ojizb,192.168.1.195,123,82.113.53.40,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1547127624.254726,CBgpHK2YkrW0qCxnbj,192.168.1.197,44923,192.168.1.1,53,udp,dns,0.000497,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1547143843.011151,ClLCmiT0hK2YUnVl,192.168.1.197,123,83.167.252.118,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1537541000.483468,CUkLpR1FkeIgBuwsA7,192.168.2.3,35113,192.168.2.1,53,udp,dns,0.011966,46,62,SF,-,-,0,Dd,1,74,1,90,-,benign,-
1545466961.771666,CNSDvC3vXl5CRiwS9f,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545429447.454290,CsK4YN9GYkP09f1t9,192.168.1.195,123,147.231.100.5,123,udp,-,0.011733,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1547133570.412601,CNnPQgkLyhYaowFLa,192.168.1.197,53508,185.244.25.183,4975,tcp,-,4.065169,67,233,S3,-,-,0,ShAdDaf,9,571,7,605,-,benign,-
1545466982.719972,CKDRJ91AObZxFbWkV9,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547129149.501861,CDJwXMJOmPmhToQsc,192.168.1.197,57727,192.168.1.1,53,udp,dns,0.000498,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545457869.457503,CFbbJB18XP5zElAPK8,192.168.1.195,123,147.231.100.5,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1537526866.399568,CkoselfzSqpvrAYNd,192.168.2.3,49275,192.168.2.1,53,udp,dns,0.014673,40,56,SF,-,-,0,Dd,1,68,1,84,-,benign,-
1545480650.501326,CF62AE1gmX5b01nuld,192.168.1.195,56008,185.244.25.235,6667,tcp,irc,31.839834,62,269,S3,-,-,0,ShAdDaf,7,434,6,589,-,malicious,C&C
1545414396.820485,C0NKS646a4Xxk1O4Oc,192.168.1.195,51766,185.244.25.235,6667,tcp,irc,0.889756,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,malicious,C&C
1545466986.916545,CmXolv3YNkEYJoug1e,192.168.1.195,3520,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547140646.502540,C7wXjD4dT00CCOcOB7,192.168.1.197,32792,104.18.58.154,80,tcp,-,3.142964,0,0,S0,-,-,0,S,3,180,0,0,-,benign,-
1545466962.042002,C73Q6426uq4gKhcJ5h,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466166.463673,C19olb1KWDZOk7vkOe,192.168.1.195,123,195.113.144.201,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1537527230.765866,CBlrer4ZPpiL0cZIaj,192.168.2.3,38597,52.216.226.224,80,tcp,-,-,-,-,SH,-,-,0,F,1,40,0,0,-,benign,-
1537524761.904357,CeVF093SkLDnIn3AZi,192.168.2.3,52889,52.216.165.251,80,tcp,-,-,-,-,SH,-,-,0,F,1,40,0,0,-,benign,-
1545466984.199100,CohlZ431T0K6St6Kr,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545461468.457659,CzuJu31K6PMR0AQAh8,192.168.1.195,123,82.113.53.35,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466971.937850,Cvm2By4rqEZtueBy5g,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466984.063668,C1BhsNqLEooYdmBgf,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466982.872608,CUdLO72nQ8hDdv8LS2,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547141754.011805,C492ER2Iff9pcKjV71,192.168.1.197,123,147.231.100.5,123,udp,-,0.004748,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545458649.501374,Cs2G3T35iWnwzqCIYh,192.168.1.195,53604,185.244.25.235,6667,tcp,irc,34.558287,62,269,S3,-,-,0,ShAdDaft,8,506,6,589,-,malicious,C&C
1545405590.126654,Cf2llj1vk5kImgnlJi,192.168.1.195,49364,185.244.25.235,6667,tcp,-,3.095724,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1545475378.576580,ChKQyV367ey4n792o8,192.168.1.195,55290,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,C&C
1545432126.457936,CfPnQd1hmgId5t18s6,192.168.1.195,123,147.231.100.5,123,udp,-,0.001741,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466960.357213,CeRbdh2fPcApcup2l6,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466985.183538,Cpqqy93vYeCBoh53q4,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466974.077645,CqwlWO1vRO7FdZV8Ik,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547130097.830071,C0qg0j3YJboemuQiH7,192.168.1.197,40908,192.168.1.1,53,udp,dns,0.020993,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1547132120.450552,CMYYDs2k7D0ySd5O55,192.168.1.197,52886,185.244.25.183,4975,tcp,-,1.015174,52,124,RSTR,-,-,0,ShAdfDr,5,320,4,328,-,benign,-
1545466963.300283,Cf1d9V17nOAFZWHe5,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1537534117.238407,CvehRi2rE0La627gyh,192.168.2.3,50485,192.168.2.1,53,udp,dns,0.011296,40,56,SF,-,-,0,Dd,1,68,1,84,-,benign,-
1547132226.085182,CwPSdE1OZeUfOGksCa,192.168.1.197,52924,185.244.25.183,4975,tcp,-,4.081940,67,233,S3,-,-,0,ShAdDaf,9,559,6,553,-,benign,-
1545466961.708199,C8OfxJqGCda2RIs91,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547133317.566462,CWEfGC2hGY9sacGU5k,192.168.1.197,53376,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1547151583.935368,CevnUd33XIedmBYWb6,192.168.1.199,123,81.2.254.224,123,udp,-,0.005245,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466965.445064,C0oByl2UwunDxJCsLc,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547129285.401029,CsDMSF1JSodXgcBfI7,192.168.1.197,40748,192.168.1.1,53,udp,dns,0.000497,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1547130603.760266,Ctz9h31xxIgWftUeg5,192.168.1.197,37480,192.168.1.1,53,udp,dns,0.000499,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545466969.054994,CfvuMC1KvdhdtGu4sd,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466972.922550,C67New2hSujUz2xhI2,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466961.882103,CU6IT621xQv3H4uhS7,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466987.880246,CcNqpm2CC2hmPlZfck,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466980.461734,CHdLLi3q2t6vWCS8W2,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466959.497472,C7guwQ2QywUJF4e1ba,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466982.628747,CAfp2m44Ua8Ibj4R46,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1537524196.284443,CgJmqk4l837xKtC2gb,192.168.2.3,60226,52.216.104.139,80,tcp,-,-,-,-,SH,-,-,0,F,1,40,0,0,-,benign,-
1545462631.495400,CcO6Yr19ZpgDzgIFte,192.168.1.195,54212,185.244.25.235,6667,tcp,-,3.085753,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1537524150.960407,Cu0lwvOBXIjiAq1Kl,192.168.2.3,8,192.168.2.1,0,icmp,-,0.017387,560,560,OTH,-,-,0,-,10,840,10,840,-,benign,-
1537531405.292914,CeeeLLxegWlP2JSwd,192.168.2.3,37411,52.216.131.83,80,tcp,http,300.156364,292,775,SF,-,-,0,ShADadfFr,8,632,6,1027,-,benign,-
1547148186.021368,Crly08dOMhitMYA2k,192.168.1.197,37087,192.168.1.1,53,udp,dns,5.005151,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545413975.442558,Ciu8lm3lUqxX2AIvGb,192.168.1.195,51654,185.244.25.235,6667,tcp,-,3.138211,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1547133513.871275,Cw4rXVWBOOifnrzud,192.168.1.197,53476,185.244.25.183,4975,tcp,-,3.134444,0,0,S0,-,-,0,S,3,180,0,0,-,benign,-
1545466983.970241,ClxZ0T2MHEe5DHwq76,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547150014.621869,CeVbTI18kpUQWQhZyg,192.168.1.197,47207,192.168.1.1,53,udp,dns,-,-,-,S0,-,-,0,D,1,67,0,0,-,benign,-
1545466978.903117,Cj8LRS2pYGHBeM8asi,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466979.106251,CisTHV1RPVbCZd2Mal,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547128813.157696,CHaxzM1xeHuJSql7C6,192.168.1.197,55903,192.168.1.1,53,udp,dns,0.000747,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545466975.695456,CffOgKuGV1FbJl9cg,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466961.738681,CEsqL152ALictDDPb,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547132278.319956,C8JxdQ1rcrA8CkFcv4,192.168.1.197,52942,185.244.25.183,4975,tcp,-,3.087483,0,0,S0,-,-,0,S,3,180,0,0,-,benign,-
1545466973.041470,CA6ehq4TNzDaEFxhr1,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547130675.785679,CtMWc542CZ6Q5aha9b,192.168.1.197,52230,185.244.25.183,4975,tcp,-,1.078136,67,233,S3,-,-,0,ShAdDaf,7,439,6,553,-,benign,-
1545466980.435764,CyHU6P2a2LFs6kpQo7,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466961.969058,CRVW7sd5rY11bJ62g,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466984.133400,CDsomX2CY1oR0QFcIj,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466984.283301,CY9lYiFWTmVlu0f55,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547131127.007957,CymEMRXoQ5YgHweKl,192.168.1.197,123,89.221.214.130,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1547130529.015652,CRIyqhexLXeB5qxc,192.168.1.197,50388,192.168.1.1,53,udp,dns,0.000499,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545466977.855467,CgEn6X2JD7RhELbzo2,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1537541574.380747,Ch2jhq1cqE8CXXKsJe,0.0.0.0,68,255.255.255.255,67,udp,dhcp,58.997716,3000,0,S0,-,-,0,D,10,3280,0,0,-,benign,-
1545456645.621262,CZK8R93jXQpFvThSa1,192.168.1.195,53376,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,C&C
1547131615.904178,CKSflF2umyiAtj1Xsi,192.168.1.197,52668,185.244.25.183,4975,tcp,-,1.059648,66,232,S3,-,-,0,ShAdDaf,7,450,7,604,-,benign,-
1547129627.894957,CjGmlfkj68cKPZhZe,192.168.1.197,51752,185.244.25.183,4975,tcp,-,1.078886,67,233,S3,-,-,0,ShAdDaf,7,439,6,553,-,benign,-
1545438863.458520,CnDPj51gUbzJz5kt6b,192.168.1.195,123,82.113.53.40,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466981.863192,CWEh092OfoQ8yhM4fb,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547138105.006543,CITrU33eNQ2CGoPRP,192.168.1.197,123,83.167.252.118,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1547132483.845178,CLMXUm2v4DTd5Taiwf,192.168.1.197,46056,192.168.1.1,53,udp,dns,0.000497,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1540544525,C1vR222nevyC4BI7c,192.168.1.132,37599,192.168.1.1,53,udp,dns,0.003998,37,442,SF,-,-,0,Dd,1,65,1,470,-,benign,-
1547137023.007234,C7TjvOxPBBFz53Qkf,192.168.1.197,123,83.167.252.118,123,udp,-,0.002243,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545411915.464789,CZ4F0f2XidbBh1fZd1,192.168.1.195,41907,192.168.1.1,53,udp,dns,5.053852,78,103,SF,-,-,0,Dd,2,134,1,131,-,benign,-
1545466967.750489,C7EzzKDUCsDErVEVc,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545489677.459583,CLDY5v4l7qJ2yY58sd,192.168.1.195,123,89.221.210.188,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1537528057.562056,ClBEiR2exVYhK5iydd,192.168.2.3,8,192.168.2.1,0,icmp,-,0.014213,560,560,OTH,-,-,0,-,10,840,10,840,-,benign,-
1545466979.385850,Cg1n2C3ggdvuUDAp66,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545481438.602450,C50ouS1uI1C6vI2UC9,192.168.1.195,56074,185.244.25.235,6667,tcp,-,3.098733,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1545479525.407202,CvayP11qftXD1qJ1cc,192.168.1.195,55910,185.244.25.235,6667,tcp,-,3.095980,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1545417679.596148,CiWwur2y3YQ0D3HgHh,192.168.1.195,52886,185.244.25.235,6667,tcp,irc,2.084564,75,243,S3,-,-,0,ShAdDaf,9,559,6,563,-,malicious,C&C
1545411329.518805,CJzJjU35evfnecNiW3,192.168.1.195,123,94.124.107.190,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
