ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label,detailed-label
1545460894.979886,C4AUljzxC9FQb1hZk,192.168.1.195,54016,185.244.25.235,6667,tcp,irc,32.959964,62,269,S3,-,-,0,ShAdDaf,7,434,6,589,-,malicious,C&C
1537533016.047533,CNsAOo4Odzp6FhAZz4,0.0.0.0,68,255.255.255.255,67,udp,dhcp,57.944399,3000,0,S0,-,-,0,D,10,3280,0,0,-,benign,-
1545434681.454419,CINNZVS8QoSo514i,192.168.1.195,123,147.231.100.5,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466960.503143,C4VoG7CNQkX7sQ5Wf,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1537524951.553243,CF3Idf1ta1GDb7sPza,0.0.0.0,68,255.255.255.255,67,udp,dhcp,60.077532,3000,0,S0,-,-,0,D,10,3280,0,0,-,benign,-
1545466980.119185,CMUdsP3ggPH0KAE584,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466970.519665,CqCFwA1r5sV7l94SCi,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547132893.298722,C1lVFm2d9HUN2L0At2,192.168.1.197,53210,185.244.25.183,4975,tcp,-,1.078888,67,233,S3,-,-,0,ShAdDaf,7,439,6,553,-,benign,-
1547130724.165590,CfC9Sz433XMX29Spx2,192.168.1.197,52254,185.244.25.183,4975,tcp,-,3.158445,0,0,S0,-,-,0,S,3,180,0,0,-,benign,-
1545470006.458755,Cmmfzo49lM4zE2o211,192.168.1.195,123,78.108.102.237,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545426304.792499,CjFJCAp8QGg5JuTYf,192.168.1.195,12620,66.67.61.168,63798,tcp,-,-,-,-,S0,-,-,0,S,1,40,0,0,-,malicious,PartOfAHorizontalPortScan
1545407015.551099,CGz9POOWrg3tovVjb,192.168.1.195,49816,185.244.25.235,6667,tcp,irc,2.138781,75,243,S3,-,-,0,ShAdDaf,8,507,6,563,-,malicious,C&C
1545457670.457690,Ct8DxtzSCcKZJc0Ia,192.168.1.195,123,147.231.100.5,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466976.527488,CDIHKy34IJ2PKURka,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1537542503.557662,CjzM151N9DxbTV60va,fe80::482:6d20:b3e:adf4,5353,ff02::fb,5353,udp,dns,2.997273,557,0,S0,-,-,0,D,3,701,0,0,-,benign,-
1545466985.459629,C8cwceyq4RfExUy14,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466980.366535,CS0k3d2YbscHoUeH5b,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466986.688176,CLMtvsdZ3MXk7WbIh,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547129139.500298,CGmi4rfgLsaNDjjna,192.168.1.197,51542,185.244.25.183,4975,tcp,-,3.103237,0,0,S0,-,-,0,S,3,180,0,0,-,benign,-
1545413138.020937,C3CS6r3fLkq5X1K1Ig,192.168.1.195,51452,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,C&C
1545466960.828206,Cvcyti1ESSsQX3Wss4,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547133272.057881,C8cBDU1Zz11oHaLJX7,192.168.1.197,53362,185.244.25.183,4975,tcp,-,3.108712,0,0,S0,-,-,0,S,3,180,0,0,-,benign,-
1545420946.456154,CqQt8P2rTVMhSM6tBi,192.168.1.195,123,147.231.100.5,123,udp,-,0.001497,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466981.896165,C76o7749ErHUrL5Mr2,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466961.769165,CCDZtk3KRknOEaLeKk,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545456369.444351,CN6iL43zC2F7pqhnr2,192.168.1.195,53348,185.244.25.235,6667,tcp,-,3.136962,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1547143152.012727,CcNjwv2KSN3bSEGh33,192.168.1.197,123,147.231.100.5,123,udp,-,0.001746,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466974.461662,ChPnTn2orkpHKrcFva,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466981.489140,CnceUg1N10yITqne0f,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1540494125,CA00aD3nUtVufsN6t2,192.168.1.132,50618,192.168.1.1,53,udp,dns,0.123928,37,179,SF,-,-,0,Dd,1,65,1,207,-,benign,-
1545466968.915574,C98NyY2LCZswzIOPsf,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545417705.140615,C3POQB3pAm7wDcGwoh,192.168.1.195,52896,185.244.25.235,6667,tcp,irc,0.859992,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,malicious,C&C
1545482118.600633,CIdBr04991w8x129qh,192.168.1.195,56158,185.244.25.235,6667,tcp,irc,36.928788,62,260,S3,-,-,0,ShAdDaf,10,606,7,632,-,malicious,C&C
1545421532.456996,COmwDn2VB5sG3ycw46,192.168.1.195,123,147.231.100.5,123,udp,-,0.025727,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545414127.458109,CZ3exb2OjHp2Jjonnj,192.168.1.195,123,147.231.100.5,123,udp,-,0.001497,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545454801.457410,CtZLJo3h7wlHE3AGu2,192.168.1.195,123,195.113.144.201,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466983.096730,Cz5oxBaaLw4fHEP0i,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545415573.739294,Ct8C3z47bFxFs6DMh,192.168.1.195,52192,185.244.25.235,6667,tcp,irc,1.120102,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,malicious,C&C
1545466979.221185,CW3cJO3tm1A9ZLKXn3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547148536.011441,CK7XtNMumqOd7Xsne,192.168.1.197,123,89.221.214.130,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545440404.457507,CsiwZSVUdsoSa5qeh,192.168.1.195,123,147.231.100.5,123,udp,-,0.072437,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466970.193605,C4fDrJ1jXQ7SWgfsue,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1540533725,C3k3N11ocmouImW03i,192.168.1.132,50660,192.168.1.1,53,udp,dns,0.047465,37,179,SF,-,-,0,Dd,1,65,1,207,-,benign,-
1547133297.566463,C3y5sC1kPOPobe9UX5,192.168.1.197,53372,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1537527344.087921,CelY7T1eKLBWOmsvW,192.168.2.3,53629,52.94.228.52,443,tcp,ssl,32.037565,4789,4865,RSTR,-,-,0,ShADadfr,19,5593,17,6001,-,benign,-
1545466985.519587,CfgNzF3fzHFTO6m02b,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466978.051357,Cmy2Nd2zixMIga69U6,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1537534014.245273,CR6sT72Y0bXZLYhGp5,fe80::80e6:50ff:fe12:1464,5353,ff02::fb,5353,udp,dns,7.008036,804,0,S0,-,-,0,D,4,996,0,0,-,benign,-
1545412739.156199,CWCDlf15JWx4pfOqIe,192.168.1.195,51358,185.244.25.235,6667,tcp,-,3.104733,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1545466984.365272,CPHR5B1WsimI0VHkHb,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466966.487472,Crx6Aq3uoKYSfppyu6,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547132079.018379,CHeKRg6rstZIIZfpc,192.168.1.197,52868,185.244.25.183,4975,tcp,-,3.108732,0,0,S0,-,-,0,S,3,180,0,0,-,benign,-
1547132638.047111,CeGWrg2FCMOLzkyX7d,192.168.1.197,53092,185.244.25.183,4975,tcp,-,1.077637,67,233,S3,-,-,0,ShAdDaf,7,451,7,605,-,benign,-
1547132883.114273,CPkvqhmXH8udGVML5,192.168.1.197,53194,185.244.25.183,4975,tcp,-,1.062395,67,233,S3,-,-,0,ShAdDaf,7,451,7,605,-,benign,-
1547128060.849752,C0CKDb3l062AO3qfs2,192.168.1.197,51090,185.244.25.183,4975,tcp,-,1.015422,52,124,RSTR,-,-,0,ShAdfDr,5,320,4,328,-,benign,-
1547127943.008570,CFN1t04fxE3K0pKrSa,192.168.1.197,51008,185.244.25.183,4975,tcp,-,1.015440,52,124,RSTR,-,-,0,ShAdfDr,5,320,4,328,-,benign,-
1545488597.023654,CE3NjB1B0SgA78pKYg,192.168.1.195,56968,185.244.25.235,6667,tcp,irc,33.787297,62,269,S3,-,-,0,ShAdDaf,8,494,6,589,-,malicious,C&C
1540501325,CyCYIy3eKNFnGR1Gq3,192.168.1.132,56564,192.168.1.1,53,udp,dns,0.000499,37,100,SF,-,-,0,Dd,1,65,1,128,-,benign,-
1545466969.297616,C5aKJrTQOikGwi4h6,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545447859.457265,C2hsVq4lVrRHTt2cKg,192.168.1.195,123,147.231.100.5,123,udp,-,0.001747,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545483695.658774,CFtLJay1m9S5ikke7,192.168.1.195,56360,185.244.25.235,6667,tcp,-,3.158448,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1545466978.901626,CKyOFt3E7YnLmVHBAh,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547132243.207685,Crvs694zv75U6RT8Dd,192.168.1.197,52932,185.244.25.183,4975,tcp,-,3.159710,0,0,S0,-,-,0,S,3,180,0,0,-,benign,-
1545481478.616888,COwnUp2AcftZVJC03g,192.168.1.195,56082,185.244.25.235,6667,tcp,-,3.084491,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1545474444.859726,CFGs8y3bCWwBwpYL2d,192.168.1.195,44924,74.91.117.248,5376,udp,-,24.128182,75546624,0,S0,-,-,0,D,18444,76063056,0,0,-,malicious,DDoS
1545466960.273524,CmN3hO24lTWfsQV7Rd,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466967.962129,CgMMux2J6KlNFIFmUi,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466976.772084,CMEldP2EiYf0xCiLb1,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466975.719693,CRekgp1lJXavX7qyZ2,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547128403.062827,CekpnY7hoUaWhA1i3,192.168.1.197,51220,185.244.25.183,4975,tcp,-,3.140718,0,0,S0,-,-,0,S,3,180,0,0,-,benign,-
1545466985.410917,CrlJGh4vACmvKcBLP5,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545478105.621475,CYLwLA4Adk32L7uh5f,192.168.1.195,55754,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,C&C
1545409438.698981,CilwRY2kgl6nbuznr9,192.168.1.195,50512,185.244.25.235,6667,tcp,-,3.159699,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1545410225.974227,CvOlJz4qsQDJkuwSs8,192.168.1.195,50706,185.244.25.235,6667,tcp,-,3.084998,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1547148595.049824,CZWlOc4hb7KrhFtXql,192.168.1.197,35298,192.168.1.1,53,udp,dns,0.024982,39,103,SF,-,-,0,Dd,1,67,1,131,-,benign,-
1547148881.011744,CYUoXS2SPkJgQqiFD,192.168.1.197,123,77.78.107.252,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1547133447.165790,CrpdbNC6S5ahnkGy7,192.168.1.197,53448,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1537523550.119413,CoFAut14qCO1WFO0s9,192.168.2.3,48278,52.119.164.214,443,tcp,ssl,9.102421,1090,6429,S3,-,-,0,ShADadf,14,1670,13,6957,-,benign,-
1547129149.502859,CnnAw7UmSUjpYcCzf,192.168.1.197,51544,185.244.25.183,4975,tcp,-,1.090630,67,233,S3,-,-,0,ShAdDaf,7,439,6,553,-,benign,-
1545478043.458634,C4Hf2vx1SbisDVoR,192.168.1.195,123,89.221.210.188,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1537539225.023119,C9872b4xsyOs39hVG8,192.168.2.3,43201,72.21.214.79,80,tcp,http,0.234827,157,371,SF,-,-,0,ShADafF,4,337,4,539,-,benign,-
1537534106.756510,CTQXvz2D7AlNZdQ0fl,192.168.2.3,25651,192.168.2.1,53,udp,dns,0.010039,47,111,SF,-,-,0,Dd,1,75,1,139,-,benign,-
1545466980.541943,ChQZ4l3FeqCCMpP6g3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547149782.011200,CTWRZHoDi2M2mGUXc,192.168.1.197,51927,192.168.1.1,53,udp,dns,5.005129,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1545439283.457908,C9vt0O2N26WMHpB475,192.168.1.195,123,147.231.100.5,123,udp,-,0.093934,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1547127795.927354,CiDP3c44dHnU5gnYYj,192.168.1.197,46847,192.168.1.1,53,udp,dns,0.000498,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545410309.709670,CKj15sMFj2YM9aXr3,192.168.1.195,50738,185.244.25.235,6667,tcp,-,3.109732,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1537529934.872022,CFQGgj3m8ZcnbNr7s1,192.168.2.3,52480,52.46.133.19,443,tcp,ssl,149.162362,2868,4972,RSTR,-,-,0,ShADadr,13,3408,11,5420,-,benign,-
1545411791.459472,Ctd17W32wjJie5AaK1,192.168.1.195,51765,192.168.1.1,53,udp,dns,5.001895,78,0,S0,-,-,0,D,2,134,0,0,-,benign,-
1537530500.348172,CXzDEX1hZSMIwpPPIa,192.168.2.3,40074,192.168.2.1,53,udp,dns,0.018047,46,62,SF,-,-,0,Dd,1,74,1,90,-,benign,-
1545425784.457844,CIHr0LLMDyrtC1Ihk,192.168.1.195,123,147.231.100.5,123,udp,-,0.001494,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466960.827195,CdPPZC1BdtQDbDyPv3,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466988.117111,CHzZXAdli6WZ2tdJ2,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466979.342125,CaNI4o1dI1IfBIlACf,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466976.412052,CwE9fc1naFTBEYzRaf,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466983.092482,CMt3Xa2yRTNZOIQz82,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545419839.453767,CeqMgv45ZbWicCIONf,192.168.1.195,123,147.231.100.5,123,udp,-,0.001498,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545444724.456486,CQhQwr3WxnHdZVaQYj,192.168.1.195,123,147.231.100.5,123,udp,-,0.020488,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466987.770059,CqSURsaukmgMpP8S9,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547131149.008027,CRAShZ2CZZvJEbm7k1,192.168.1.197,123,83.167.252.118,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1547130314.504005,CP2L7C4HIlCYqsRpJ7,192.168.1.197,52062,185.244.25.183,4975,tcp,-,2.118802,67,233,S3,-,-,0,ShAdDaft,9,563,7,605,-,benign,-
1547131321.567391,CUcTug1FINWGu3vLQ4,192.168.1.197,45334,192.168.1.1,53,udp,dns,0.000748,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1547133064.929948,C1sU9Z2C5pvJxVRKXa,192.168.1.197,49454,192.168.1.1,53,udp,dns,0.000499,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1547128061.851681,CcyGM423nUCvNKOSD,192.168.1.197,51092,185.244.25.183,4975,tcp,-,1.096873,67,233,S3,-,-,0,ShAdDaf,9,555,7,605,-,benign,-
1545466961.865103,CevAml3EFtV0DJR051,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1537532306.210991,CYdSt24bdsi7YdUhke,192.168.2.3,11690,192.168.2.1,53,udp,dns,0.014735,36,68,SF,-,-,0,Dd,1,64,1,96,-,benign,-
1537530204.483035,CrDXKU27xWuDe3WhUe,192.168.2.3,38510,13.32.118.248,80,tcp,-,0.061737,0,0,SF,-,-,0,ShAFf,4,216,2,112,-,benign,-
1547131609.744928,CaYbTR1AnCGyhUo8Zc,192.168.1.197,37800,192.168.1.1,53,udp,dns,0.001997,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545425387.457510,C6QNNC1mCPhayNKlc4,192.168.1.195,123,147.231.100.5,123,udp,-,0.096696,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1547132060.780515,CIM2a7WjaKDwGUaS5,192.168.1.197,60816,192.168.1.1,53,udp,dns,0.016732,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545405269.622547,CQCHfi4tJOHhbylun3,192.168.1.195,49254,185.244.25.235,6667,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,malicious,C&C
1547133269.246745,CUq7L616m1DU0cYXzj,192.168.1.197,53360,185.244.25.183,4975,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,-,benign,-
1547128019.252763,CQk7DA3OuGgNm4dk8l,192.168.1.197,51060,185.244.25.183,4975,tcp,-,1.081133,67,233,S3,-,-,0,ShAdDaf,7,439,6,553,-,benign,-
1547128238.096027,CpInUsoVQ2gBzliz,192.168.1.197,54362,192.168.1.1,53,udp,dns,0.000749,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1547148692.023361,CVo0aU37LXAxD4sEi,192.168.1.197,34538,192.168.1.1,53,udp,dns,0.080954,39,39,SF,-,-,0,Dd,1,67,1,67,-,benign,-
1545466970.336012,CBnmIv3Fs8YhtM0jU1,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545408197.129650,C76oaL2iLg6HBtj2uj,192.168.1.195,50194,185.244.25.235,6667,tcp,irc,2.079316,75,243,S3,-,-,0,ShAdDaf,8,507,6,563,-,malicious,C&C
1537535821.189427,Ct6R16jH9cSWZM82g,192.168.2.1,5353,224.0.0.251,5353,udp,dns,7.005415,804,0,S0,-,-,0,D,4,916,0,0,-,benign,-
1545415914.818913,CIVu5WfDue6vDKhck,192.168.1.195,52344,185.244.25.235,6667,tcp,irc,0.989936,75,243,S3,-,-,0,ShAdDaf,7,447,6,563,-,malicious,C&C
1545411232.303712,CPH7dqtZCiQ1PABih,192.168.1.195,50970,185.244.25.235,6667,tcp,-,3.157460,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1545417265.494327,CJShkm4VU68cSob7x4,192.168.1.195,52794,185.244.25.235,6667,tcp,-,3.090485,0,0,S0,-,-,0,S,3,180,0,0,-,malicious,C&C
1545466970.632593,CsNB2340iCBbMiP9qf,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545411867.573572,CybMUf2Y8jCQ93xf1a,192.168.1.195,123,185.189.115.149,123,udp,-,57.931725,96,0,S0,-,-,0,D,2,152,0,0,-,benign,-
1547129274.359569,C7Cswc30SNNQGZSRyl,192.168.1.197,53567,192.168.1.1,53,udp,dns,0.004740,29,45,SF,-,-,0,Dd,1,57,1,73,-,benign,-
1545426111.457878,CI9Ko4arIQbyqQ297,192.168.1.195,123,147.231.100.5,123,udp,-,0.001495,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545444984.456228,C1fL1L3Hqf6eWJCGq,192.168.1.195,123,147.231.100.5,123,udp,-,0.033726,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1545466988.798215,CF94Vz4wiiBE3m5Nhi,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547153790.009760,CW57xn2HMUiQY7w7uk,192.168.1.197,123,89.221.214.130,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1537530200.396670,CPWLaw2g9Ci0pgOGr3,192.168.2.3,54831,54.239.25.214,443,tcp,ssl,299.950757,11118,4865,SF,-,-,0,ShADadfFr,26,12202,21,6161,-,benign,-
1545466971.706978,CrqEHtwm5h3BTOJX6,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1547132154.551147,CKuT1U2yUlIjFnqmua,192.168.1.197,52898,185.244.25.183,4975,tcp,-,1.075888,67,233,S3,-,-,0,ShAdDaf,7,439,6,553,-,benign,-
1545466981.663290,C8AIqD2wckMBihHIOb,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1537538314.271981,CTQZNb9Q9DnbCOuO7,192.168.2.3,44658,52.216.104.43,80,tcp,http,300.115517,292,775,SF,-,-,0,ShADadfFr,9,684,7,1486,-,benign,-
1547128753.882781,C5IlTb2tVBkj363Fej,192.168.1.197,51352,185.244.25.183,4975,tcp,-,1.016176,52,124,RSTR,-,-,0,ShAdfDr,5,320,4,328,-,benign,-
1545409169.456013,CsbIEb3op7u7wbfWt5,192.168.1.195,123,147.231.100.5,123,udp,-,0.001497,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-
1547144683.010218,CCGHeF1EMLVLiA2C03,192.168.1.197,123,82.113.53.40,123,udp,-,-,-,-,S0,-,-,0,D,1,76,0,0,-,benign,-
1545466967.909923,CWlbsZ2yrx7R73s0f,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
1545466969.418791,CtVB0rXEmHrak6xse,192.168.1.195,65279,123.59.209.185,80,tcp,-,-,-,-,OTH,-,-,0,C,0,0,0,0,-,malicious,DDoS
